Organization Name,Organization Name URL,Industries,Headquarters Location,Estimated Revenue Range,Operating Status,Company Type,Website,Full Description,Headquarters Regions,Founded Date,Founded Date Precision,Contact Email,Phone Number,LinkedIn,Facebook,Twitter,SimilarWeb - Monthly Visits,IPO Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Employees,Industry Groups,Stock Symbol,Stock Symbol URL
Acme Auto Wholesale,https://www.crunchbase.com/organization/acme-auto-wholesale,"Automotive, Autonomous Vehicles, Logistics","Martinez, California, United States",,Active,,https://www.acmeautows.com/,,"San Francisco Bay Area, West Coast, Western US",,,,925-229-3636,,,http://twitter.com/acmeautows,190,Private,,,,,Transportation,,
La Salle Financial Services,https://www.crunchbase.com/organization/la-salle-financial-services,"Banking, Finance, Financial Services","Walnut Creek, California, United States",,Active,,http://www.lasallefinancial.com,,"San Francisco Bay Area, West Coast, Western US",,,,510-339-4300,,,,,Private,,,,1-10,"Financial Services, Lending and Investments",,
Yalla Mediterranean,https://www.crunchbase.com/organization/yalla-mediterranean,Restaurants,"Pleasant Hill, California, United States",,Active,,https://www.yallamedi.com/,"Yalla is a growing fast-casual restaurant brand specializing in authentic Mediterranean cuisine in a vibrant, environmentally-friendly space. Currently located in Pleasant Hill, Fremont, Walnut Creek and Dublin in California’s Bay Area as well as Burbank, Seal Beach and Culver City in Southern California, the restaurant offers a warm and inviting environment for guests to enjoy flavorful, authentic, and healthy Mediterranean cuisine.","San Francisco Bay Area, West Coast, Western US",2014-01-01,year,,,https://www.linkedin.com/company/yalla-mediterranean/?originalSubdomain=in,https://www.facebook.com/yallamedi,https://twitter.com/yallamedi?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,"2,216",Private,,,,51-100,Food and Beverage,,
Project Ricochet,https://www.crunchbase.com/organization/project-ricochet,"Content, Software, Web Development","Walnut Creek, California, United States",Less than $1M,Active,,http://projectricochet.com,"Project Ricochet is a full service web development firm that specializes in launching applications and websites from scratch with new and innovative technologies, including Drupal, Meteor, Node.js, and Phonegap / responsive web development.","San Francisco Bay Area, West Coast, Western US",,,info@projectricochet.com,1.800.651.3186,,http://www.facebook.com/projectricochet,http://twitter.com/projectricochet,"4,056",Private,,,,11-50,"Media and Entertainment, Software",,
WSI Connect,https://www.crunchbase.com/organization/wsi-connect,"Consulting, Marketing Automation","Concord, California, United States",,Active,,https://wsiconnect.com/,,"San Francisco Bay Area, West Coast, Western US",2012-01-01,year,contact@wsi-connect.com,+1 (866) 202-0530,https://www.linkedin.com/company-beta/4836697/,http://www.facebook.com/wsiconnect,http://twitter.com/WSIConnect,879,Private,,,,11-50,"Sales and Marketing, Software",,
The Center for Health Design,https://www.crunchbase.com/organization/the-center-for-health-design,"Association, Health Care","Concord, California, United States",$1M to $10M,Active,,http://www.healthdesign.org,,"San Francisco Bay Area, West Coast, Western US",1988-01-01,year,info@healthdesign.org,925.521.9404,,https://www.facebook.com/centerhealthdesign,https://www.twitter.com/chd_debralevin,"21,168",Private,,,,,Health Care,,
Mary Furlong & Associates,https://www.crunchbase.com/organization/mary-furlong-associates,Marketing,"Lafayette, California, United States",Less than $1M,Active,For Profit,http://www.maryfurlong.com/,"Founded in 2003, Mary Furlong & Associates (MFA) is a strategy, business development, marketing, and public relations strategic communications firm headquartered in San Francisco. The firm's services are uniquely geared to drive new opportunities for clients in the baby boomer, senior, and caregiver markets.","San Francisco Bay Area, West Coast, Western US",2003-01-01,year,administrator@maryfurlong.com,415.529.8551,,https://www.facebook.com/maryfurlongandassociates/,,"1,601",Private,,,,,Sales and Marketing,,
Elsie Green,https://www.crunchbase.com/organization/elsie-green,"Business Development, Home Decor, Retail","Concord, California, United States",,Active,,https://elsiegreen.com/,,"San Francisco Bay Area, West Coast, Western US",,,,925 323 5311,,https://www.facebook.com/pg/elsiegreen,,"3,187",Private,,,,51-100,"Commerce and Shopping, Real Estate",,
Third workplace,https://www.crunchbase.com/organization/third-workplace,"Internet, Real Estate, Robotics, Software","Walnut Creek, California, United States",$1M to $10M,Active,,http://www.thirdworkplace.com,"Not your home, not your office. The easy way to work local. (no elevator required) @thirdworkplace","San Francisco Bay Area, West Coast, Western US",2012-06-01,day,contracostacentre@thirdworkplace.com,+1 (415) 589-7788,,http://www.facebook.com/thirdworkplace,http://twitter.com/thirdworkplace,,Private,,,,11-50,"Hardware, Internet Services, Real Estate, Science and Engineering, Software",,
CampaignChain,https://www.crunchbase.com/organization/campaignchain-inc,"Advertising, Digital Marketing, Marketing Automation","Walnut Creek, California, United States",$1M to $10M,Active,For Profit,http://www.campaignchain.com,CampaignChain's marketing integration software provides communications professionals with a manageable overview of campaign activities in many online channels. It automates routine work so that they can focus on new lead generation opportunities.,"San Francisco Bay Area, West Coast, Western US",2015-05-18,day,info@campaignchain.com,(415)-692-5445,https://www.linkedin.com/company/campaignchain,https://www.facebook.com/campaignchain,https://twitter.com/campaignchain,959,Private,,,,11-50,"Advertising, Sales and Marketing, Software",,
GPS Nation,https://www.crunchbase.com/organization/gps-nation,"E-Commerce, Retail","Martinez, California, United States",,Active,,https://www.gpsnation.com/,,"San Francisco Bay Area, West Coast, Western US",2011-01-01,day,,1-800-410-4525,,https://www.facebook.com/gpsnation/,https://twitter.com/gpsnation,"14,119",Private,,,,11-50,Commerce and Shopping,,
Bogorodsky Power Corp,https://www.crunchbase.com/organization/bogorodsky-power-corp,Renewable Energy,"Pleasant Hill, California, United States",Less than $1M,Active,,http://www.bogorodsky-power.com/,,"San Francisco Bay Area, West Coast, Western US",2016-01-06,day,,(925) 322-0555,,,,,Private,,,,,"Energy, Sustainability",,
Advisor Software,https://www.crunchbase.com/organization/advisor-software-8b11,"Financial Services, Management Consulting, Wealth Management","Walnut Creek, California, United States",,Active,,https://www.advisorpartners.com,"Advisor Partners is a boutique investment manager working with a select group of independent advisors, wealth managers and family offices. Advisor Partners applies a research-driven, systematic approach to creating equity portfolios. The Advisor Partners team has deep and diverse investment experience, and uses advanced technology and robust processes to create smart portfolios for our clients.","San Francisco Bay Area, West Coast, Western US",2001-01-01,year,,888-265-2257,https://www.linkedin.com/company/advisor-partners-llc/,,,,Private,,,,1-10,"Financial Services, Professional Services",,
Towill,https://www.crunchbase.com/organization/towill,"3D Technology, Mapping Services","Concord, California, United States",$10M to $50M,Active,,http://www.towill.com/,,"San Francisco Bay Area, West Coast, Western US",,,info@towill.com,303.974.7270,https://www.linkedin.com/company-beta/750010/,,,513,Private,,,,101-250,"Hardware, Navigation and Mapping, Software",,
Launch Social Inc.,https://www.crunchbase.com/organization/launch-social-inc,"Dating, Social Media, Social Network","Walnut Creek, California, United States",,Active,For Profit,http://www.launchapp.io,"Launch is a truly social dating app where single or matchmaker friends help compile profiles and suggest matches for each other. With advanced psychometrics and the crowdsourced intuition of friends, you get a richer perspective on what makes for a good match. The public network of friends also creates a fun and safer experience. You have 48 hours to review the match and either accept or pass. Agreeable matches will schedule a 30-minute meetup that lets you make face-to-face first impression in a natural lowkey setting.","San Francisco Bay Area, West Coast, Western US",2016-07-21,day,hello@launchapp.io,,,,,,Private,,,,1-10,"Community and Lifestyle, Internet Services, Media and Entertainment",,
